ID_DNA_RAD	Label	Alcool_ID	Mother_ID	Isolation_date	Death_date	Sex	Phenotype	P7.very.large.ep	P7.larg.ep	P7.med.ep	P7.small.ep	P7.ep.dist.very.large	P7.ep.dist.large	P7.ep.dist.medium	P7.ep.dist.small	P7.ep	P6.very.large.ep	P6.larg.ep	P6.med.ep	P6.small.ep	P6.ep.dist.very.large	P6.ep.dist.large	P6.ep.dist.medium	P6.ep.dist.small	P6.carp.curv.setae	P6.ep	P5.very.large.ep	P5.large.ep	P5.medium.ep	P5.small.ep	P5.ep.dist	P5.ep	P5.prop.curv.setae	P5.carp.curv.setae	P5.merus.curv.setae	P5.isch.curv.setae	P5.curv.setae	P4.small.ep	P4.prop.curv.setae	P4.carp.curv.setae	P4.merus.curv.setae	P4.isch.curv.setae	P4.curv.setae	P3.prop.curv.setae	P3.carp.curv.setae	P3.merus.curv.setae	P3.isch.curv.setae	P3.curv.setae	P2.prop.curv.setae	P2.carp.curv.setae	P2.merus.curv.setae	P2.isch.curv.setae	P2.curv.setae	P1.prop.curv.setae	P1.carp.curv.setae	P1.merus.curv.setae	P1.isch.curv.setae	P1.curv.setae	Photo_ID	Size	Note	Extracted	Family_level	P7.ep.mid	nb_tot_juv_brood1	nb_juv_brood1	nb_tot_juv_brood2	nb_juv_brood2	Name_offsprings_brood1	Name_offsprings_brood2	Species
NA	O79-3	5361	M18-6	26/06/2024	29/08/2024	F	NA	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0400	2,942		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O79-5	5363	M18-6	26/06/2024	29/08/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0402	3,136		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O80-1	5365	M18-6	26/06/2024	29/08/2024	M	praehirsuta	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	5	34	0	0	39	10	39	8	0	57	11	34	11	0	56	8	26	10	0	44	DSC_0404	2,043		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O80-4	5368	M18-6	26/06/2024	29/08/2024	M	praehirsuta	0	1	0	1	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	9	33	1	0	43	11	>35	9	0	55	11	39	8	0	58	7	28	11	0	46	DSC_0407	2,219		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O81-3	5372	M20-6	26/06/2024	29/08/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0411	2,456		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O81-4	5373	M20-6	26/06/2024	29/08/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0412	2,917		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O82-2	5377	M20-6	26/06/2024	29/08/2024	M	praehirsuta	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	42	1	0	51	10	37	7	0	54	15	38	10	0	63	10	32	7	0	49	DSC_0416	2,252		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O83-1	5381	M20-6	26/06/2024	29/08/2024	M	praehirsuta	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	7	46	5	0	58	10	35	8	0	53	16	34	13	0	63	9	29	10	0	48	DSC_0420	2,166		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O83-3	5383	M20-6	26/06/2024	29/08/2024	M	praehirsuta	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0422	1,998	Curled up, not phenotyped but praehirsuta like the others	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O84-1	5385	M20-6	26/06/2024	29/08/2024	M	praehirsuta	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	35	0	0	45	10	28	8	0	46	12	29	8	0	49	10	20	6	0	36	DSC_0424	2,003		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O84-2	5386	M20-6	26/06/2024	29/08/2024	M	praehirsuta	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	34	0	0	38	6	27	4	0	37	8	28	6	0	42	9	21	8	0	38	DSC_0425	1,961		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O84-6	5389	M20-6	26/06/2024	29/08/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0428	2,689		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O110-1	5403	M12-6	01/07/2024	30/08/2024	M	forsmani	1	1	1	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0429	2,133		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O110-4	5406	M12-6	01/07/2024	30/08/2024	M	forsmani	1	2	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0432	2,118		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O110-5	5407	M12-6	01/07/2024	30/08/2024	M	forsmani	1	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0433	2,136		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O110-6	5408	M12-6	01/07/2024	30/08/2024	M	forsmani	0	2	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0434	2,148		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O111-3	5410	M12-6	01/07/2024	30/08/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	1	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0436	2,766		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O111-6	5413	M12-6	01/07/2024	30/08/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0439	2,484		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O112-3	5415	M12-6	01/07/2024	30/08/2024	M	forsmani	2	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0441	2,312		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O113-1	5419	M12-6	01/07/2024	30/08/2024	M	forsmani	1	2	0	0	0	1	0	0	4	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0445	2,089		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O113-2	5420	M12-6	01/07/2024	30/08/2024	M	forsmani	1	1	0	0	0	1	0	0	3	0	1	0	2	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0446	2,337		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O113-3	5421	M12-6	01/07/2024	30/08/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0447	2,513		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O86-2	5428	M23-6	26/06/2024	30/08/2024	M	forsmani	0	1	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0457	2,279	Slightly bent on photo	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O86-4	5429	M23-6	26/06/2024	30/08/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0458	3,002		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O119-3	5457	M10-1	03/07/2024	02/09/2024	M	praehirsuta	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	11	35	3	0	49	10	30	9	0	49	11	31	9	0	51	12	25	8	0	45	DSC_0482	1,932	Long setae, hard to count, hybrid brood?	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O119-6	5459	M10-1	03/07/2024	02/09/2024	M	praehirsuta	1	1	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	14	>37	2	0	53	14	>35	6	0	55	14	40	9	0	63	14	23	10	0	47	DSC_0484	2,047		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O125-2	5475	M13-1	01/07/2024	02/09/2024	M	forsmani	1	2	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0502	2,194		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O125-3	5476	M13-1	01/07/2024	NA	M	NA	0	1	2	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0503	1,826	Processed dead, uncertain phenotype	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O87-4	5491	M23-6	26/06/2024	NA	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0519	3,096	processed dead, squashed	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O129-5	5502	M21-1	05/07/2024	NA	M	praehirsuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0530	1,949	Processed dead, not phenotyped, classic praehirsuta, bent on photo	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O133-4	5514	M21-6	05/07/2024	03/09/2024	M	praehirsuta	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	30	0	0	39	11	33	3	0	47	8	29	7	0	44	10	23	5	0	38	DSC_0542	1,96		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O137-4	5526	M22-1	05/07/2024	NA	M	praehirsuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0555	1,894	Processed dead, was in contact with O137-2 and O137-3	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O151-3	5589	M9-6	10/07/2024	06/09/2024	NA	NA	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0607	2,105	Small	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O151-5	5591	M9-6	10/07/2024	06/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0609	2,539		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O152-1	5593	M9-6	10/07/2024	06/09/2024	F	NA	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0611	2,088		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O152-2	5594	M9-6	10/07/2024	06/09/2024	M	forsmani	1	2	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0612	1,915		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O152-3	5595	M9-6	10/07/2024	06/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0613	2,217		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O152-5	5597	M9-6	10/07/2024	06/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0615	2,454		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O152-6	5598	M9-6	10/07/2024	06/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0616	2,924	Bubble on one end	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O153-2	5600	M9-6	10/07/2024	06/09/2024	M	forsmani	1	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0618	1,765	Bent on photo	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O154-2	5604	M9-6	10/07/2024	06/09/2024	NA	NA	1	2	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	NA	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0622	2,192		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O155-1	5605	M11-6	10/07/2024	09/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0623	2,662		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O155-3	5607	M11-6	10/07/2024	09/09/2024	M	NA	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0625	1,867	Small male	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O156-1	5610	M11-6	10/07/2024	09/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0628	2,497		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O157-1	5614	M11-6	10/07/2024	09/09/2024	F	NA	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0632	2,111	Small	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O157-4	5617	M11-6	10/07/2024	09/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0635	2,269	Small	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O157-5	5618	M11-6	10/07/2024	09/09/2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0636	1,738	Not phenotyped, too small	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O159-1	5621	M14-6	10/07/2024	09/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0639	2,932	Was in contact with O159-4 (male)	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O159-4	5624	M14-6	10/07/2024	09/09/2024	M	forsmani	0	1	1	1	0	0	0	0	3	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0642	2,48		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O159-6	5625	M14-6	10/07/2024	09/09/2024	M	forsmani	0	1	2	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	DSC_0643	2,234	Bent on photo	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O160-2	5626	M14-6	10/07/2024	09/09/2024	M	forsmani	1	2	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0644-DSC_0645	2,315		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O160-6	5629	M14-6	10/07/2024	09/09/2024	M	forsmani	1	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0648	2,274	1 curved setae on P7	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O161-2	5631	M14-6	10/07/2024	09/09/2024	M	forsmani	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0650	2,194		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O161-5	5633	M14-6	10/07/2024	09/09/2024	M	forsmani	1	1	1	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	DSC_0652	2,28		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O161-6	5634	M14-6	10/07/2024	09/09/2024	M	forsmani	1	1	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	DSC_0653	2,173		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O162-5	5637	M14-6	10/07/2024	09/09/2024	M	forsmani	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0656	2,284		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O162-6	5638	M14-6	10/07/2024	09/09/2024	M	forsmani	0	1	2	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	DSC_0657	1,938		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
NA	O163-4	5641	M5-1	10/07/2024	09/09/2024	M	praehirsuta	1	0	1	1	0	0	1	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	9	32	2	0	43	11	35	9	0	55	11	29	9	0	49	12	18	9	0	39	DSC_0660	1,975	1 curved setae on P5, placed by default in carpus but placement not given	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O164-1	5643	M5-1	10/07/2024	10/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0662	2,594		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O164-3	5645	M5-1	10/07/2024	10/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0664	2,73		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O165-2	5648	M5-1	10/07/2024	NA	M	praehirsuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0667	1,802	Dead, degraded	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O166-1	5651	M5-1	10/07/2024	10/09/2024	F	NA	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0670	2,966		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O167-6	5655	M8-1	12/07/2024	NA	M	praehirsuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0674	1,737	Processed dead, not phenotyped, curled up, bent on photo	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O169-2	5669	M6-1	17/07/2024	16/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0676	2,132		FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
NA	O169-4	5670	M6-1	17/07/2024	NA	M	praehirsuta	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	26	1	0	36	8	20	4	0	32	10	33	5	0	48	8	16	5	0	29	DSC_0678	1,72	Processed dead	FALSE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
