ID_DNA_RAD	Label	Alcool_ID	Mother_ID	Isolation_date	Death_date	Sex	Phenotype	P7.very.large.ep	P7.larg.ep	P7.med.ep	P7.small.ep	P7.ep.dist.very.large	P7.ep.dist.large	P7.ep.dist.medium	P7.ep.dist.small	P7.ep	P6.very.large.ep	P6.larg.ep	P6.med.ep	P6.small.ep	P6.ep.dist.very.large	P6.ep.dist.large	P6.ep.dist.medium	P6.ep.dist.small	P6.carp.curv.setae	P6.ep	P5.very.large.ep	P5.large.ep	P5.medium.ep	P5.small.ep	P5.ep.dist	P5.ep	P5.prop.curv.setae	P5.carp.curv.setae	P5.merus.curv.setae	P5.isch.curv.setae	P5.curv.setae	P4.small.ep	P4.prop.curv.setae	P4.carp.curv.setae	P4.merus.curv.setae	P4.isch.curv.setae	P4.curv.setae	P3.prop.curv.setae	P3.carp.curv.setae	P3.merus.curv.setae	P3.isch.curv.setae	P3.curv.setae	P2.prop.curv.setae	P2.carp.curv.setae	P2.merus.curv.setae	P2.isch.curv.setae	P2.curv.setae	P1.prop.curv.setae	P1.carp.curv.setae	P1.merus.curv.setae	P1.isch.curv.setae	P1.curv.setae	Photo_ID	Size	Note	Extracted	Family_level	P7.ep.mid	nb_tot_juv_brood1	nb_juv_brood1	nb_tot_juv_brood2	nb_juv_brood2	Name_offsprings_brood1	Name_offsprings_brood2	Species
E4970	O1-1	4970	M5-1	14/06/2024	13/08/2024	M	praehirsuta	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	>40	0	0	55	12	>35	10	0	57	11	30	10	1	52	11	24	8	0	43	DSC_0967	2,162		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E4972	O1-3	4972	M5-1	14/06/2024	13/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0970	3,197		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E4973	O1-4	4973	M5-1	14/06/2024	13/08/2024	M	praehirsuta	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	>40	0	0	53	16	>40	12	0	68	12	32	7	0	51	11	25	10	0	46	DSC_0971-DSC_0972	2,041		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E4974	O2-1	4974	M9-6	14/06/2024	13/08/2024	M	forsmani	0	1	1	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0973	2,344	Slightly bent on the photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4975r1	O2-3	4975	M9-6	14/06/2024	13/08/2024	M	forsmani	0	2	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0974-DSC_0975	1,967		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4975r20	O2-3	4975	M9-6	14/06/2024	13/08/2024	M	forsmani	0	2	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0974-DSC_0975	1,967		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4976	O2-4	4976	M9-6	14/06/2024	13/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0976	2,569		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4979	O3-3	4979	M4-1	17/06/2024	15/08/2024	M	forsmani	0	1	1	0	0	0	0	1	3	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0982	2,442	Slightly bent on the photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4981	O3-5	4981	M4-1	17/06/2024	15/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0984	2,744		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4982	O3-6	4982	M4-1	17/06/2024	15/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0985	2,799		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4984	O4-2	4984	M4-1	17/06/2024	15/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0987	2,881		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4985	O4-3	4985	M4-1	17/06/2024	15/08/2024	M	forsmani	0	2	0	0	0	0	1	0	3	0	1	0	3	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0988	2,258		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4989	O5-3	4989	M4-1	17/06/2024	15/08/2024	M	forsmani	0	1	1	0	0	0	1	0	3	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0992-DSC_0993	2,104		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4990	O5-4	4990	M4-1	17/06/2024	15/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0994	2,914		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4994	O6-2	4994	M4-1	17/06/2024	16/08/2024	M	forsmani	0	1	1	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0998	2,233		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4996	O6-4	4996	M4-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_01	2,043		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4998	O6-6	4998	M4-1	17/06/2024	16/08/2024	M	forsmani	0	1	1	0	0	0	1	0	3	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	DSC_03	2,203		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E4999	O7-1	4999	M4-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_04	3,272		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5002	O7-4	5002	M4-1	17/06/2024	16/08/2024	M	forsmani	0	1	1	1	0	0	0	0	3	0	1	0	2	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_07	2,229		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5004	O8-4	5004	M11-6	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0009-DSC_010	2,634		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5007	O9-1	5007	M11-6	17/06/2024	16/08/2024	M	forsmani	0	1	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_013	1,995		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5009	O10-3	5009	M14-6	17/06/2024	16/08/2024	M	forsmani	0	1	2	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_015	1,936		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5011	O10-4	5011	M14-6	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_018	2,936		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5015	O11-2	5015	M14-6	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_024	2,589		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5016	O11-3	5016	M14-6	17/06/2024	16/08/2024	M	forsmani	1	1	2	0	0	0	0	0	4	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_025	2,297		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5017	O12-1	5017	M25-1	17/06/2024	16/08/2024	M	forsmani	0	1	2	0	0	0	1	0	4	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_026	2,126	Slightly bent on the photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5018	O12-2	5018	M25-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0027-DSC_028	2,83		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5019	O12-3	5019	M25-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0029-DSC_031	3,012	Slightly bent on the photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5020	O12-4	5020	M25-1	17/06/2024	16/08/2024	M	forsmani	0	1	2	0	0	0	1	0	4	0	2	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_032	2,311		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5022	O12-6	5022	M25-1	17/06/2024	16/08/2024	M	forsmani	1	2	0	0	0	0	0	1	4	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_034	2,31	Slightly bent on the photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5023	O13-1	5023	M25-1	17/06/2024	16/08/2024	M	forsmani	0	1	1	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0035-DSC_037	2,186		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5024	O13-2	5024	M25-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0038-DSC_039	3,156		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5025	O13-3	5025	M25-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0040-DSC_042	3,11		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5026	O13-4	5026	M25-1	17/06/2024	16/08/2024	M	forsmani	0	2	1	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_043	2,252		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5028	O13-6	5028	M25-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_045	2,782		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5029	O14-1	5029	M25-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_046	2,654		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5030	O14-2	5030	M25-1	17/06/2024	16/08/2024	M	forsmani	0	1	1	1	0	0	1	0	4	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_047	2,218		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5031	O14-4	5031	M25-1	17/06/2024	16/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_048	2,983		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5034	O15-3	5034	M3-6	19/06/2024	19/08/2024	M	forsmani	0	1	1	0	0	0	1	0	3	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_051	2,364		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5035	O15-4	5035	M3-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_052	2,939		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5036	O15-5	5036	M3-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_053	2,808		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5037	O15-6	5037	M3-6	19/06/2024	19/08/2024	M	forsmani	0	2	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_054	2,332		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5038	O16-1	5038	M3-6	19/06/2024	19/08/2024	M	forsmani	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_055	2,261		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5039	O16-2	5039	M3-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_056	2,559		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5043r1	O17-1	5043	M3-6	19/06/2024	19/08/2024	M	forsmani	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_061	2,369		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5043r30	O17-1	5043	M3-6	19/06/2024	19/08/2024	M	forsmani	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_061	2,369		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5046	O17-4	5046	M3-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_064	2,513		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5048	O17-6	5048	M3-6	19/06/2024	19/08/2024	M	forsmani	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_066	2,312		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5049	O18-1	5049	M3-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_067	2,182		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5051	O18-3	5051	M3-6	19/06/2024	19/08/2024	M	forsmani	0	1	0	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_069	1,974		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5053	O18-6	5053	M3-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_071	2,455		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5054	O19-2	5054	M6-1	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_072	2,811		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5055	O19-6	5055	M6-1	19/06/2024	19/08/2024	M	praehirsuta	0	1	1	1	0	0	0	1	4	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	11	>35	0	0	46	17	>35	10	0	62	16	27	5	0	48	11	18	10	0	39	DSC_073	2,039	One female in the well	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5057r1	O20-1	5057	M6-1	19/06/2024	19/08/2024	M	praehirsuta	0	1	0	1	0	0	1	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	20	6	21	1	0	28	5	26	4	0	35	8	16	4	0	28	DSC_075	2,07		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5057r20	O20-1	5057	M6-1	19/06/2024	19/08/2024	M	praehirsuta	0	1	0	1	0	0	1	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	20	6	21	1	0	28	5	26	4	0	35	8	16	4	0	28	DSC_075	2,07		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5058	O20-2	5058	M6-1	19/06/2024	19/08/2024	M	praehirsuta	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	13	29	0	0	42	11	29	2	0	42	10	32	5	0	47	10	22	6	0	38	DSC_076	1,909		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5059	O20-3	5059	M6-1	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_077	2,357		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5060	O21-1	5060	M6-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_078	2,208		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5061	O21-4	5061	M6-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_079	2,361		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5062	O21-5	5062	M6-6	19/06/2024	19/08/2024	M	praehirsuta	1	0	0	1	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	26	0	0	38	12	24	5	0	41	8	24	5	0	37	6	8	6	0	20	DSC_080	1,966		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5063	O21-6	5063	M6-6	19/06/2024	19/08/2024	M	praehirsuta	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	25	0	0	34	11	29	7	0	47	14	19	5	0	38	10	15	7	0	32	DSC_081	1,743	P1.merus.curv.setae is approximative	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5064	O22-3	5064	M6-6	19/06/2024	19/08/2024	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_082	2,689		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5065	O22-6	5065	M6-6	19/06/2024	19/08/2024	M	praehirsuta	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	18	45	1	0	64	15	36	6	0	57	11	34	12	0	57	11	24	9	0	44	DSC_083	2,081		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
